attendance_id,emp_id,attendance_date,status
1787,1080,2025-07-02,Absent
1788,518,2025-07-25,Absent
1790,658,2025-06-15,Present
1791,817,2025-03-26,Absent
1792,1132,2025-06-24,Leave
1793,938,2025-12-28,Leave
1795,112,2025-06-14,Absent
1798,1292,2025-10-22,Leave
1799,1426,2025-01-13,Leave
1800,15,2025-08-30,Present
1812,908,2025-04-30,Leave
1814,850,2025-06-02,Absent
1816,105,2025-09-04,Leave
1820,1341,2025-03-25,Present
1821,1181,2025-08-05,Present
1823,1375,2025-12-11,Present
1824,1416,2025-11-07,Leave
1825,44,2025-01-25,Leave
1829,454,2025-05-22,Absent
1832,1148,2025-12-14,Leave
1834,39,2025-02-05,Leave
1835,767,2025-03-25,Present
1836,71,2025-09-16,Present
1837,1494,2025-02-14,Present
1839,558,2025-07-06,Leave
1841,364,2025-12-23,Present
1844,1445,2025-12-05,Absent
1845,1056,2025-09-01,Leave
1846,1227,2025-02-09,Present
1848,1273,2025-03-09,Present
1850,356,2025-05-08,Absent
1852,1260,2025-08-12,Present
1853,957,2025-08-08,Present
1859,1172,2025-09-19,Leave
1861,1345,2025-02-19,Absent
1865,802,2025-07-15,Absent
1866,905,2025-03-03,Leave
1868,4,2025-05-16,Present
1869,844,2025-02-27,Absent
1872,483,2025-07-18,Present
1873,1477,2025-12-27,Leave
1875,482,2025-01-09,Present
1876,338,2025-11-05,Present
1879,893,2025-06-21,Absent
1880,440,2025-12-26,Present
1882,998,2025-01-21,Absent
1884,354,2025-10-26,Absent
1886,1092,2025-09-06,Present
1888,411,2025-04-26,Present
1889,1279,2025-11-13,Absent
1890,978,2025-08-12,Absent
1897,570,2025-08-19,Present
1901,287,2025-10-03,Present
1902,808,2025-06-14,Leave
1903,898,2025-05-28,Leave
1905,1231,2025-08-09,Absent
1906,1184,2025-06-11,Leave
1911,753,2025-04-19,Absent
1912,849,2025-08-18,Absent
1918,751,2025-09-25,Present
1919,1426,2025-08-29,Leave
1921,1144,2025-08-30,Leave
1923,543,2025-01-28,Leave
1926,917,2025-05-03,Leave
1927,1145,2025-04-23,Absent
1933,993,2025-07-06,Absent
1934,228,2025-12-26,Absent
1938,831,2025-08-09,Absent
1939,1366,2025-06-17,Present
1940,761,2025-07-08,Absent
1944,222,2025-03-12,Absent
1945,1063,2025-09-25,Absent
1946,1458,2025-01-05,Absent
1947,928,2025-11-17,Leave
1948,75,2025-10-09,Leave
1951,577,2025-07-27,Absent
1955,390,2025-09-08,Present
1956,546,2025-10-03,Leave
1960,1283,2025-09-16,Leave
1961,1485,2025-02-19,Present
1966,341,2025-01-25,Absent
1967,625,2025-01-08,Absent
1968,1348,2025-02-05,Leave
1970,598,2025-07-02,Present
1971,1030,2025-10-26,Present
1972,515,2025-10-28,Leave
1976,431,2025-09-20,Leave
1981,171,2025-12-05,Absent
1983,644,2025-05-19,Absent
1987,1234,2025-01-07,Present
1988,280,2025-10-22,Absent
1989,1172,2025-11-14,Present
1990,1300,2025-09-05,Leave
1991,1211,2025-01-14,Leave
1992,602,2025-02-21,Leave
1994,957,2025-08-26,Absent
1995,142,2025-01-13,Absent
1998,117,2025-01-30,Absent
1999,1069,2025-02-19,Leave
2000,535,2025-02-05,Leave
2004,909,2025-02-01,Present
2005,659,2025-03-16,Absent
2006,1466,2025-12-14,Leave
2007,656,2025-11-23,Leave
2008,791,2025-02-21,Present
2012,906,2025-06-30,Absent
2015,1115,2025-03-27,Present
2018,940,2025-03-23,Present
2019,327,2025-03-20,Leave
2020,1374,2025-04-20,Absent
2022,399,2025-09-15,Absent
2024,545,2025-09-09,Leave
2025,1230,2025-01-28,Absent
2026,477,2025-03-17,Leave
2030,541,2025-09-12,Leave
2033,152,2025-07-06,Present
2035,305,2025-01-15,Present
2036,1496,2025-09-20,Present
2038,1144,2025-11-17,Leave
2040,1005,2025-04-21,Leave
2043,128,2025-12-23,Leave
2044,173,2025-04-30,Absent
2045,995,2025-09-12,Leave
2046,39,2025-12-13,Present
2048,846,2025-08-15,Leave
2050,93,2025-02-18,Absent
2052,1061,2025-02-14,Present
2054,1332,2025-09-27,Absent
2055,1406,2025-02-15,Leave
2056,1097,2025-11-11,Absent
2059,157,2025-11-26,Leave
2060,636,2025-09-25,Leave
2061,828,2025-07-08,Leave
2062,798,2025-07-27,Leave
2063,1055,2025-03-02,Leave
2064,1353,2025-06-14,Leave
2069,749,2025-01-29,Absent
2070,328,2025-05-09,Leave
2071,869,2025-09-24,Absent
2072,1137,2025-10-20,Present
2073,1355,2025-04-18,Leave
2074,654,2025-06-18,Leave
2075,1020,2025-12-28,Present
2076,999,2025-12-02,Absent
2083,431,2025-03-07,Leave
2084,66,2025-10-09,Present
2088,722,2025-05-02,Leave
2091,384,2025-09-20,Absent
2092,1274,2025-03-02,Present
2097,1039,2025-01-16,Present
2098,211,2025-02-04,Leave
2100,698,2025-07-13,Absent
2104,1059,2025-05-12,Absent
2105,1495,2025-06-17,Leave
2107,730,2025-03-22,Present
2109,974,2025-05-02,Leave
2111,837,2025-10-13,Present
2112,939,2025-05-18,Present
2114,212,2025-11-20,Leave
2118,300,2025-04-06,Leave
2119,1470,2025-08-08,Absent
2122,449,2025-08-08,Leave
2124,1125,2025-11-06,Absent
2125,1116,2025-07-28,Present
2126,908,2025-01-03,Present
2129,457,2025-04-09,Leave
2130,457,2025-01-20,Absent
2131,984,2025-12-07,Present
2132,106,2025-06-14,Leave
2134,149,2025-06-25,Present
2137,1129,2025-10-11,Absent
2138,71,2025-11-29,Leave
2140,596,2025-09-26,Leave
2141,399,2025-10-06,Leave
2142,196,2025-07-20,Present
2144,129,2025-10-24,Leave
2145,710,2025-05-21,Leave
2148,670,2025-03-28,Leave
2149,682,2025-12-24,Leave
2150,1,2025-08-14,Present
2152,1354,2025-08-15,Leave
2153,62,2025-06-07,Leave
2154,481,2025-01-15,Leave
2158,289,2025-05-22,Leave
2165,62,2025-12-04,Present
2167,250,2025-11-15,Present
2168,594,2025-08-19,Leave
2172,1281,2025-01-13,Absent
2175,674,2025-07-28,Present
2176,867,2025-07-16,Absent
2178,438,2025-07-23,Present
2179,1111,2025-05-22,Leave
2180,1032,2025-12-17,Present
2182,658,2025-01-20,Absent
2183,906,2025-02-01,Absent
2185,1329,2025-11-22,Present
2186,1295,2025-01-22,Present
2188,1233,2025-06-15,Present
2190,697,2025-12-13,Present
2191,313,2025-01-28,Absent
2192,528,2025-06-04,Present
2193,666,2025-03-20,Present
2195,1180,2025-09-10,Absent
2196,988,2025-04-28,Absent
2198,1451,2025-08-18,Leave
2201,220,2025-08-26,Present
2203,1272,2025-03-29,Absent
2205,1408,2025-10-09,Present
2207,1279,2025-11-19,Absent
2208,1189,2025-05-16,Leave
2209,1037,2025-01-25,Leave
2214,459,2025-06-13,Absent
2217,1279,2025-12-23,Present
2218,1055,2025-08-29,Present
2219,247,2025-01-22,Leave
2220,1355,2025-02-01,Leave
2223,568,2025-10-21,Leave
2224,34,2025-12-11,Absent
2228,399,2025-07-05,Absent
2229,987,2025-09-28,Present
2231,659,2025-02-05,Absent
2232,1206,2025-02-11,Present
2233,253,2025-03-13,Present
2234,603,2025-03-24,Absent
2238,873,2025-09-23,Leave
2239,792,2025-05-23,Absent
2240,691,2025-10-11,Present
2244,165,2025-12-13,Leave
2246,1474,2025-11-14,Absent
2247,1026,2025-01-28,Absent
2250,602,2025-05-25,Absent
2251,296,2025-11-02,Leave
2253,1000,2025-03-31,Absent
2254,1082,2025-04-30,Present
2256,738,2025-06-03,Present
2257,1183,2025-10-28,Absent
2259,1094,2025-05-10,Leave
2262,1052,2025-01-24,Leave
2264,908,2025-02-08,Absent
2265,896,2025-02-05,Absent
2266,926,2025-07-21,Absent
2268,1448,2025-12-17,Present
2269,744,2025-10-15,Leave
2271,416,2025-11-25,Present
2272,1098,2025-09-03,Absent
2276,1440,2025-02-23,Leave
2277,1043,2025-01-18,Present
2278,910,2025-08-28,Absent
2280,1071,2025-09-06,Absent
2283,925,2025-03-15,Present
2284,1036,2025-11-25,Present
2285,1444,2025-01-07,Present
2286,231,2025-01-24,Present
2287,909,2025-02-15,Leave
2289,1225,2025-08-30,Leave
2292,89,2025-09-02,Present
2296,1288,2025-03-05,Leave
2297,399,2025-03-19,Leave
2299,1114,2025-02-07,Leave
2300,370,2025-09-18,Leave
2303,651,2025-01-28,Absent
2307,1309,2025-06-28,Absent
2311,1421,2025-03-19,Absent
2316,1202,2025-07-23,Present
2319,404,2025-06-04,Present
2323,439,2025-07-01,Present
2324,169,2025-08-24,Present
2326,864,2025-08-01,Present
2329,1026,2025-06-04,Present
2332,140,2025-11-05,Leave
2336,773,2025-05-25,Present
2339,1477,2025-01-29,Absent
2340,984,2025-01-24,Absent
2342,796,2025-08-14,Present
2344,467,2025-08-09,Leave
2347,301,2025-12-12,Leave
2348,328,2025-01-29,Absent
2351,1141,2025-04-23,Leave
2352,498,2025-04-05,Absent
2353,1175,2025-11-15,Leave
2359,923,2025-07-16,Present
2360,303,2025-03-08,Leave
2362,1299,2025-09-13,Leave
2364,1019,2025-10-24,Present
2366,277,2025-06-11,Leave
2369,1063,2025-04-10,Absent
2375,674,2025-09-20,Present
2379,1063,2025-03-04,Absent
2380,209,2025-07-31,Leave
2381,443,2025-08-30,Present
2384,1454,2025-06-30,Absent
2387,1345,2025-06-28,Absent
2389,1449,2025-11-03,Leave
2390,836,2025-10-14,Absent
2393,285,2025-09-02,Absent
2397,483,2025-05-06,Leave
2399,1313,2025-03-26,Absent
2400,998,2025-06-19,Absent
2401,634,2025-02-13,Leave
2406,175,2025-01-27,Absent
2408,745,2025-11-11,Present
2409,504,2025-11-10,Leave
2417,1326,2025-11-15,Present
2421,1414,2025-03-08,Leave
2422,6,2025-09-29,Present
2426,104,2025-10-27,Absent
2429,822,2025-04-14,Absent
2431,818,2025-12-15,Present
2432,337,2025-03-19,Present
2433,193,2025-07-26,Leave
2436,106,2025-11-05,Absent
2437,72,2025-05-23,Absent
2438,1355,2025-01-12,Leave
2440,908,2025-08-21,Present
2442,594,2025-12-01,Absent
2445,810,2025-08-01,Present
2446,412,2025-06-24,Present
2448,1233,2025-09-30,Leave
2449,190,2025-10-26,Leave
2450,562,2025-05-11,Leave
2452,1094,2025-07-26,Absent
2453,1310,2025-01-03,Leave
2454,956,2025-09-08,Present
2455,140,2025-06-01,Absent
2456,988,2025-04-10,Present
2457,174,2025-08-03,Absent
2458,670,2025-07-05,Absent
2459,1448,2025-10-30,Absent
2460,349,2025-04-02,Present
2462,727,2025-08-10,Absent
2466,727,2025-06-01,Present
2468,1389,2025-11-26,Present
2469,887,2025-01-14,Present
2470,564,2025-05-22,Absent
2471,682,2025-02-28,Absent
2472,831,2025-01-06,Absent
2474,159,2025-06-27,Present
2475,588,2025-12-20,Absent
2478,1098,2025-12-25,Leave
2480,102,2025-02-04,Absent
2481,797,2025-03-29,Present
2483,1088,2025-08-12,Leave
2485,635,2025-03-03,Absent
2486,979,2025-10-23,Present
2488,431,2025-04-30,Absent
2489,1029,2025-10-15,Present
2494,756,2025-04-07,Present
2495,351,2025-05-01,Absent
2497,124,2025-12-19,Present
2498,838,2025-02-12,Present
2499,95,2025-08-26,Present
2501,384,2025-11-01,Leave
2502,1106,2025-03-08,Absent
2503,593,2025-09-04,Absent
2510,169,2025-08-08,Absent
2512,1360,2025-08-07,Present
2513,1099,2025-02-25,Present
2514,190,2025-06-04,Absent
2517,820,2025-05-28,Leave
2518,1309,2025-09-03,Present
2519,1379,2025-10-01,Absent
2521,836,2025-09-01,Leave
2523,390,2025-01-15,Absent
2524,670,2025-06-19,Leave
2526,334,2025-11-19,Present
2528,80,2025-01-27,Leave
2529,169,2025-05-25,Present
2531,483,2025-04-04,Leave
2533,29,2025-08-12,Absent
2534,1027,2025-02-16,Leave
2539,950,2025-10-14,Absent
2540,334,2025-12-06,Absent
2541,105,2025-02-28,Absent
2543,503,2025-03-15,Present
2546,1241,2025-02-21,Present
2548,1229,2025-08-05,Absent
2549,1125,2025-05-19,Leave
2550,60,2025-01-24,Present
2556,498,2025-07-08,Leave
2557,462,2025-03-28,Leave
2558,1110,2025-03-17,Present
2560,290,2025-11-05,Leave
2563,100,2025-05-12,Present
2564,886,2025-02-01,Absent
2565,295,2025-04-21,Present
2566,1098,2025-06-16,Present
2570,886,2025-03-30,Absent
2572,1000,2025-07-22,Present
2574,202,2025-01-26,Leave
2579,917,2025-09-23,Present
2583,311,2025-12-20,Present
2584,1270,2025-09-29,Leave
2587,779,2025-02-06,Absent
2588,132,2025-11-20,Absent
2589,1459,2025-11-25,Present
2595,1490,2025-12-09,Present
2597,109,2025-06-14,Absent
2599,998,2025-08-03,Leave
2603,1281,2025-03-30,Absent
2605,1193,2025-06-26,Present
2606,454,2025-02-12,Present
2607,289,2025-10-16,Present
2610,319,2025-02-25,Absent
2614,1227,2025-10-20,Present
2618,181,2025-06-24,Absent
2619,526,2025-05-29,Leave
2623,1302,2025-04-13,Leave
2624,823,2025-04-02,Leave
2625,183,2025-03-29,Leave
2627,17,2025-06-02,Present
2629,576,2025-08-10,Absent
2634,801,2025-07-16,Present
2635,277,2025-03-19,Absent
2636,16,2025-06-21,Absent
2637,1412,2025-08-15,Absent
2640,912,2025-06-16,Leave
2641,381,2025-08-17,Leave
2643,998,2025-05-31,Leave
2644,301,2025-10-24,Leave
2646,721,2025-06-20,Leave
2653,227,2025-01-06,Absent
2658,1118,2025-02-10,Absent
2661,115,2025-08-19,Present
2664,300,2025-04-18,Present
2666,370,2025-03-26,Leave
2667,1336,2025-09-20,Present
2668,156,2025-10-05,Leave
2670,396,2025-07-01,Leave
2673,845,2025-09-02,Leave
2674,1254,2025-06-25,Absent
2675,1422,2025-05-12,Present
2679,917,2025-02-13,Absent
2681,819,2025-12-05,Absent
2684,1039,2025-08-20,Leave
2685,163,2025-07-24,Absent
2686,110,2025-04-09,Leave
2693,332,2025-09-03,Leave
2694,606,2025-07-25,Leave
2696,28,2025-10-03,Present
2697,151,2025-11-23,Absent
2702,1482,2025-06-06,Leave
2706,1199,2025-07-25,Present
2708,1290,2025-10-16,Absent
2712,716,2025-07-22,Present
2713,81,2025-07-31,Present
2714,1268,2025-06-04,Absent
2716,562,2025-04-26,Present
2718,80,2025-04-11,Present
2719,1109,2025-03-01,Absent
2724,886,2025-02-24,Absent
2729,102,2025-04-04,Absent
2732,1184,2025-03-29,Present
2737,1045,2025-02-15,Absent
2738,1278,2025-06-04,Present
2740,1017,2025-06-19,Present
2742,1171,2025-09-14,Leave
2743,784,2025-02-17,Absent
2744,1351,2025-06-30,Absent
2746,83,2025-03-08,Absent
2749,1402,2025-04-12,Absent
2750,370,2025-06-09,Absent
2753,665,2025-11-20,Absent
2755,258,2025-06-15,Absent
2757,1324,2025-04-12,Present
2759,454,2025-12-17,Absent
2760,796,2025-06-19,Present
2767,665,2025-05-21,Leave
2770,405,2025-08-31,Absent
2771,613,2025-01-27,Absent
2772,750,2025-10-10,Absent
2773,222,2025-07-15,Absent
2774,391,2025-04-19,Present
2775,735,2025-12-01,Present
2779,696,2025-05-31,Absent
2783,1233,2025-10-10,Absent
2784,512,2025-08-01,Leave
2791,314,2025-11-27,Leave
2792,680,2025-11-12,Leave
2793,1500,2025-05-10,Leave
2797,1149,2025-04-24,Absent
2798,551,2025-08-12,Present
2801,151,2025-02-26,Absent
2802,1278,2025-06-15,Present
2803,947,2025-01-20,Leave
2804,652,2025-09-03,Present
2805,1033,2025-07-12,Absent
2808,1464,2025-05-13,Leave
2809,1122,2025-05-04,Leave
2811,454,2025-10-21,Present
2812,1108,2025-04-05,Absent
2813,207,2025-02-15,Present
2814,224,2025-10-08,Leave
2818,1295,2025-06-23,Present
2819,380,2025-12-03,Absent
2820,1362,2025-08-02,Absent
2824,673,2025-11-22,Present
2825,1173,2025-03-13,Absent
2832,663,2025-10-15,Present
2833,325,2025-06-02,Present
2836,1436,2025-08-06,Present
2837,1333,2025-07-29,Leave
2838,716,2025-01-07,Leave
2839,954,2025-02-13,Leave
2840,1182,2025-12-02,Present
2842,994,2025-12-15,Absent
2844,631,2025-10-23,Absent
2847,1447,2025-04-23,Present
2853,445,2025-02-05,Absent
2854,1211,2025-01-20,Leave
2855,1403,2025-10-23,Absent
2856,475,2025-10-02,Present
2859,1375,2025-02-24,Present
2860,138,2025-07-18,Present
2862,1131,2025-12-05,Absent
2863,71,2025-08-12,Leave
2865,660,2025-07-05,Leave
2872,924,2025-06-24,Leave
2876,922,2025-10-22,Absent
2877,732,2025-02-17,Leave
2878,91,2025-06-06,Absent
2880,1147,2025-05-16,Leave
2883,1369,2025-08-06,Present
2884,284,2025-03-21,Absent
2889,631,2025-08-30,Leave
2890,1034,2025-07-26,Present
2892,362,2025-01-22,Leave
2894,627,2025-05-07,Present
2895,648,2025-01-18,Present
2896,1354,2025-12-23,Present
2897,268,2025-08-30,Absent
2898,524,2025-01-18,Absent
2899,936,2025-11-26,Leave
2900,247,2025-07-25,Leave
2902,1026,2025-06-26,Absent
2903,1400,2025-01-27,Leave
2904,398,2025-03-21,Leave
2905,678,2025-05-24,Leave
2909,315,2025-09-08,Leave
2910,1085,2025-06-08,Absent
2911,654,2025-10-29,Absent
2912,735,2025-03-12,Leave
2913,1062,2025-11-20,Leave
2914,139,2025-05-14,Absent
2915,515,2025-11-19,Leave
2916,1412,2025-05-16,Present
2917,1270,2025-01-08,Leave
2919,1338,2025-11-08,Leave
2920,381,2025-10-22,Absent
2923,863,2025-06-11,Leave
2924,548,2025-04-17,Leave
2927,956,2025-03-17,Absent
2930,1488,2025-12-23,Absent
2932,680,2025-01-07,Leave
2935,764,2025-08-02,Leave
2936,1328,2025-08-22,Leave
2937,321,2025-12-14,Absent
2942,586,2025-12-31,Present
2943,1156,2025-10-16,Leave
2944,1224,2025-02-13,Present
2945,1098,2025-10-29,Present
2947,1172,2025-09-04,Absent
2949,1146,2025-09-14,Absent
2951,286,2025-03-09,Absent
2952,386,2025-09-14,Absent
2953,1019,2025-12-09,Absent
2958,606,2025-08-03,Leave
2959,810,2025-08-02,Present
2961,907,2025-02-24,Absent
2965,196,2025-10-26,Leave
2969,398,2025-05-10,Absent
2971,1401,2025-12-08,Present
2975,661,2025-01-22,Leave
2976,550,2025-03-23,Absent
2979,758,2025-11-18,Leave
2980,1107,2025-01-07,Leave
2981,1189,2025-07-03,Present
2983,894,2025-04-29,Leave
2986,1088,2025-08-08,Present
2987,1474,2025-11-03,Absent
2988,821,2025-04-20,Present
2991,1151,2025-04-09,Present
2995,864,2025-02-06,Absent
2997,1293,2025-07-07,Present
2998,1231,2025-12-14,Present
2999,1478,2025-12-08,Present
3000,564,2025-04-24,Present
3003,572,2025-10-14,Leave
3004,8,2025-10-12,Present
3010,82,2025-10-02,Absent
3011,1464,2025-03-31,Present
3012,1476,2025-10-07,Absent
3015,372,2025-08-03,Present
3017,953,2025-01-26,Leave
3018,597,2025-12-13,Leave
3019,1001,2025-02-07,Absent
3022,1159,2025-03-27,Leave
3023,1018,2025-07-20,Leave
3024,266,2025-02-16,Present
3027,1359,2025-08-18,Present
3028,723,2025-10-23,Present
3029,271,2025-04-22,Absent
3030,1333,2025-12-26,Leave
3032,103,2025-06-17,Present
3034,644,2025-07-11,Absent
3035,1087,2025-09-07,Leave
3037,761,2025-12-18,Leave
3039,410,2025-10-26,Absent
3043,549,2025-08-29,Absent
3045,897,2025-12-27,Absent
3046,695,2025-12-22,Leave
3050,125,2025-09-15,Present
3051,1301,2025-06-20,Present
3052,1371,2025-07-21,Present
3053,866,2025-06-20,Leave
3054,1046,2025-04-20,Leave
3055,1232,2025-04-07,Leave
3056,45,2025-09-13,Absent
3058,140,2025-02-21,Absent
3059,934,2025-06-06,Present
3060,578,2025-09-16,Leave
3061,294,2025-10-06,Absent
3062,496,2025-12-07,Absent
3064,734,2025-10-14,Absent
3065,1170,2025-02-17,Leave
3066,800,2025-09-20,Present
3071,454,2025-06-24,Leave
3072,1348,2025-12-01,Leave
3073,1114,2025-04-13,Absent
3075,153,2025-01-13,Present
3076,261,2025-02-28,Present
3078,44,2025-08-24,Present
3079,911,2025-02-04,Present
3080,403,2025-07-03,Present
3081,245,2025-03-10,Leave
3082,1196,2025-01-19,Absent
3084,665,2025-03-23,Present
3088,976,2025-08-25,Leave
3090,102,2025-04-12,Present
3091,1277,2025-11-09,Present
3098,929,2025-06-20,Present
3101,1347,2025-01-19,Present
3103,1030,2025-02-20,Leave
3104,971,2025-11-05,Leave
3109,119,2025-05-03,Present
3110,1117,2025-10-28,Present
3113,829,2025-02-24,Leave
3114,662,2025-05-15,Present
3115,180,2025-03-12,Present
3116,61,2025-07-28,Leave
3117,1371,2025-04-21,Present
3118,1055,2025-01-28,Present
3119,1007,2025-12-06,Present
3120,1488,2025-06-20,Leave
3121,496,2025-01-26,Leave
3122,593,2025-10-06,Leave
3123,1250,2025-03-25,Absent
3130,1362,2025-10-09,Absent
3131,1461,2025-05-18,Leave
3132,1172,2025-12-08,Leave
3134,1377,2025-02-26,Absent
3135,1234,2025-10-12,Absent
3139,1362,2025-08-11,Leave
3140,1040,2025-07-16,Present
3141,1325,2025-01-03,Present
3142,1240,2025-12-20,Present
3145,927,2025-03-03,Leave
3147,237,2025-05-17,Absent
3149,189,2025-10-15,Absent
3155,784,2025-05-14,Absent
3156,1380,2025-01-20,Present
3157,488,2025-05-04,Leave
3160,1342,2025-06-27,Leave
3161,378,2025-08-15,Absent
3164,1173,2025-08-21,Leave
3165,973,2025-06-19,Leave
3166,1338,2025-04-21,Absent
3168,770,2025-10-01,Leave
3169,654,2025-01-28,Absent
3172,1205,2025-08-19,Absent
3174,532,2025-08-09,Present
3175,1145,2025-09-10,Present
3176,1261,2025-10-09,Present
3177,1456,2025-05-21,Absent
3180,484,2025-12-13,Leave
3182,113,2025-09-25,Leave
3184,1373,2025-09-03,Present
3185,1244,2025-08-22,Leave
3189,779,2025-10-09,Leave
3190,284,2025-04-25,Present
3192,273,2025-01-10,Present
3194,1219,2025-08-18,Present
3197,18,2025-08-23,Absent
3199,5,2025-01-05,Present
3200,871,2025-06-05,Absent
3201,251,2025-10-08,Absent
3202,1382,2025-04-07,Absent
3203,18,2025-11-26,Leave
3204,16,2025-12-25,Present
3205,89,2025-03-30,Absent
3209,727,2025-09-05,Leave
3210,1374,2025-06-30,Absent
3211,1111,2025-11-04,Leave
3213,1248,2025-03-22,Leave
3215,1277,2025-08-02,Leave
3216,393,2025-04-17,Present
3217,502,2025-05-23,Leave
3218,1276,2025-07-06,Leave
3220,842,2025-01-19,Leave
3221,1350,2025-06-18,Present
3222,371,2025-07-09,Present
3223,478,2025-07-19,Leave
3226,217,2025-02-12,Present
3229,206,2025-08-14,Present
3231,772,2025-05-18,Present
3234,1468,2025-06-11,Leave
3235,933,2025-05-12,Leave
3236,332,2025-09-22,Absent
3237,315,2025-12-30,Absent
3238,114,2025-02-18,Absent
3239,780,2025-04-26,Absent
3240,539,2025-11-20,Absent
3241,702,2025-08-27,Present
3243,749,2025-12-07,Absent
3245,1062,2025-08-24,Leave
3248,761,2025-06-11,Absent
3251,739,2025-06-28,Absent
3252,277,2025-05-31,Present
3253,997,2025-02-18,Leave
3254,1457,2025-09-20,Absent
3255,1407,2025-08-14,Absent
3256,1198,2025-07-05,Absent
3259,714,2025-02-16,Present
3261,759,2025-01-08,Leave
3265,970,2025-06-24,Absent
3267,821,2025-09-08,Leave
3268,487,2025-04-02,Leave
3269,1298,2025-08-18,Leave
3270,594,2025-02-21,Leave
3273,677,2025-05-10,Present
3274,325,2025-02-27,Present
3277,1391,2025-12-08,Leave
3278,1278,2025-06-04,Present
3279,33,2025-09-15,Present
3280,535,2025-11-17,Present
3281,1248,2025-10-10,Absent
3284,229,2025-08-04,Leave
3286,794,2025-01-08,Absent
3288,1183,2025-06-21,Present
3289,1425,2025-04-13,Absent
3291,1434,2025-06-26,Present
3293,1028,2025-06-01,Absent
3296,668,2025-12-24,Present
3302,197,2025-11-28,Present
3303,1336,2025-05-28,Absent
3304,1292,2025-03-04,Present
3307,1467,2025-07-25,Present
3309,1024,2025-01-19,Absent
3312,882,2025-09-23,Leave
3314,743,2025-03-15,Present
3315,1103,2025-11-22,Present
3318,1116,2025-02-22,Leave
3320,1278,2025-09-08,Absent
3322,200,2025-11-05,Leave
3323,130,2025-11-09,Leave
3327,1420,2025-06-21,Leave
3329,64,2025-11-07,Absent
3333,817,2025-08-09,Present
3336,639,2025-08-27,Leave
3337,333,2025-03-16,Present
3338,448,2025-01-08,Absent
3339,1237,2025-09-20,Leave
3340,979,2025-09-22,Absent
3341,1031,2025-02-16,Leave
3342,21,2025-11-10,Leave
3343,982,2025-09-11,Absent
3344,872,2025-01-11,Present
3346,628,2025-07-15,Absent
3349,1126,2025-02-24,Present
3350,467,2025-01-06,Leave
3354,140,2025-10-17,Leave
3355,505,2025-06-15,Present
3358,163,2025-06-19,Leave
3359,154,2025-10-10,Absent
3360,25,2025-04-04,Present
3361,675,2025-03-28,Absent
3362,5,2025-06-08,Leave
3365,1061,2025-09-22,Absent
3367,757,2025-06-13,Leave
3368,802,2025-10-28,Absent
3370,1294,2025-05-20,Absent
3372,852,2025-09-10,Absent
3373,766,2025-12-11,Leave
3377,430,2025-05-06,Present
3378,621,2025-08-10,Absent
3381,316,2025-12-24,Present
3383,585,2025-05-04,Absent
3384,484,2025-03-04,Present
3385,1029,2025-06-23,Absent
3388,852,2025-06-08,Absent
3389,876,2025-10-22,Absent
3391,1306,2025-12-20,Present
3394,246,2025-06-27,Leave
3397,530,2025-01-25,Leave
3398,309,2025-04-23,Absent
3399,1130,2025-07-14,Leave
3404,866,2025-02-16,Leave
3405,477,2025-10-18,Absent
3410,1070,2025-10-01,Absent
3411,511,2025-06-07,Present
3412,343,2025-03-11,Absent
3416,961,2025-09-25,Absent
3418,954,2025-01-09,Absent
3419,120,2025-03-31,Absent
3420,631,2025-05-09,Absent
3423,286,2025-03-22,Absent
3424,833,2025-05-25,Present
3426,960,2025-03-09,Absent
3428,1372,2025-08-02,Leave
3431,1348,2025-04-07,Absent
3433,198,2025-04-24,Leave
3434,920,2025-04-18,Absent
3438,270,2025-12-13,Absent
3439,105,2025-06-25,Leave
3442,1186,2025-09-21,Absent
3445,641,2025-08-22,Leave
3446,998,2025-05-09,Absent
3450,303,2025-11-28,Present
3451,736,2025-07-16,Present
3454,666,2025-06-21,Present
3455,575,2025-08-28,Absent
3457,4,2025-05-20,Leave
3458,919,2025-03-01,Absent
3459,336,2025-10-25,Absent
3460,922,2025-01-18,Absent
3462,738,2025-10-01,Absent
3468,20,2025-03-07,Present
3469,1372,2025-06-27,Leave
3470,1216,2025-07-22,Present
3471,1197,2025-04-19,Absent
3472,458,2025-11-04,Absent
3475,1278,2025-02-14,Present
3480,390,2025-01-22,Leave
3486,1081,2025-07-19,Present
3487,421,2025-07-28,Present
3491,1030,2025-08-16,Present
3497,955,2025-06-02,Absent
3499,730,2025-10-02,Present
3502,776,2025-10-18,Present
3503,1276,2025-05-18,Leave
3505,1138,2025-12-15,Leave
3506,345,2025-10-15,Present
3507,1400,2025-04-13,Leave
3508,297,2025-09-09,Present
3509,1360,2025-05-18,Leave
3512,1303,2025-04-05,Present
3513,842,2025-02-09,Leave
3514,920,2025-04-14,Present
3515,620,2025-09-10,Present
3516,1001,2025-07-11,Present
3520,379,2025-09-03,Absent
3523,344,2025-05-06,Absent
3524,487,2025-08-07,Absent
3525,552,2025-03-28,Leave
3527,1019,2025-07-24,Absent
3529,1468,2025-04-02,Leave
3531,15,2025-08-19,Present
3534,775,2025-01-25,Leave
3535,560,2025-03-25,Leave
3536,134,2025-12-29,Present
3538,966,2025-10-22,Leave
3539,440,2025-05-07,Leave
3540,992,2025-06-05,Present
